,entryID,travelerNames,gender,dates,events,origin,travels,birthDate,deathDate,occ_events,edu_events
2808,1344.0,Dayley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2809,1345.0,Col. Deakan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2820,1356.0,Delavaux,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2821,1358.0,J. Dell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2827,1362.0,Julian Denning,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2830,1368.0,Derval,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2837,1381.0,Hugh Dicconson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2842,1387.0,William Dickson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2845,1393.0,Digby,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2853,1404.0,Thomas Dinely,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2862,1410.0,John Ditton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2866,1413.0,Robert Dixon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2868,1415.0,Dixon,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2870,1417.0,Capt. Dobson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2873,1424.0,Fr. Dolphin,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2876,1427.0,William Donaldson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2878,1429.0,Thomas Donean,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2884,1437.0,John Dormond,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2892,1450.0,William Douglas,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2896,1453.0,Doun,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2898,1455.0,Dove,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2900,1458.0,George Down [?],Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2901,1462.0,Josiah Downford,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2904,1466.0,Downson,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2905,1467.0,George Doyon [?],Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2907,1470.0,John Drake,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2908,1472.0,Richard Drake,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2909,1476.0,Spencer Draper,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2911,1478.0,Henry Drate,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2912,1480.0,Major Drew,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2914,1485.0,Capt. Duncan Drummond,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2917,1492.0,Fr. Drummond,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2918,1493.0,Drummond,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2925,1501.0,J. Duff,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2928,1504.0,Dumont,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2929,1507.0,John Duncan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2934,1511.0,Dunce,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2935,1512.0,Henry Duncombe,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2942,1525.0,William Dunster,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2943,1526.0,Capt. Dunvar,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2949,1534.0,James Duseigneur,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2951,1538.0,Dutton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2952,1541.0,Gilbert Eamis,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2953,1543.0,Eardly,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2959,1548.0,Earnley,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2961,1550.0,John Eaton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2962,1551.0,Robert Eaton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2964,1553.0,Alexander Ebei,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2969,1564.0,Francis Edwards,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2988,1588.0,Elie,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2989,1589.0,Capt. Elison,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
2995,1593.0,Gen. Elliot,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3002,1607.0,A. Elton,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3004,1610.0,Capt. Emmory,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3006,1612.0,Richard Engle,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3008,1614.0,English,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3012,1622.0,Charles Erskine,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3027,1638.0,Lloyd Henry Humfrey Evans,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3028,1639.0,Sylvanus Evans,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3029,1640.0,Charles Evelyn,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3030,1641.0,Everard,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3031,1642.0,Evers,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3039,1650.0,Capt. Eyre,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3040,1653.0,Falconet,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3041,1654.0,J.S. Falke,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3047,1661.0,Farmer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3049,1663.0,David Farquhar,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3055,1668.0,Michael Farrell,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3056,1669.0,Farrel,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3058,1672.0,Faulkner,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3059,1674.0,Faver,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3064,1678.0,Fazakerly,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3065,1680.0,Featherstone,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3066,1682.0,Charles Feilding,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3070,1688.0,William Fentham,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3082,1699.0,Fermor,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3088,1707.0,Feversham,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3092,1711.0,William Fielding,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3093,1712.0,Figgan,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3096,1720.0,Alexander Finlay,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3098,1722.0,Alexander Finny,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3099,1723.0,Firmian,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3100,1724.0,Blonde Fischer,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3102,1726.0,Leonard Fish,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3111,1733.0,Tom Fitzgerald,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3114,1737.0,Charles Dormer Fitzherbert,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3118,1741.0,Henry Fitzmaurice,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
3121,1749.0,Fitzwilliam,Male,no dates for birth/death,no data for occupation/education,from original Dictionary,1 place visited,0,0,0,0
